Entity,Code,Year,Cement (tonnes),Flaring (tonnes),Oil (tonnes),Coal (tonnes),Gas (tonnes)
Denmark,DNK,1885,0,0,0,2535488,0
Denmark,DNK,1886,0,0,0,2429232,0
Denmark,DNK,1887,0,0,0,2491520,0
Denmark,DNK,1888,0,0,0,2802960,0
Denmark,DNK,1889,0,0,0,2993488,0
Denmark,DNK,1890,0,0,0,2868912,0
Denmark,DNK,1891,0,0,0,3085088,0
Denmark,DNK,1892,0,0,102592,3070432,0
Denmark,DNK,1893,0,0,0,2997152,0
Denmark,DNK,1894,0,0,0,3400192,0
Denmark,DNK,1895,0,0,0,3524768,0
Denmark,DNK,1896,0,0,0,4312528,0
Denmark,DNK,1897,0,0,0,4623968,0
Denmark,DNK,1898,0,0,0,4803504,0
Denmark,DNK,1899,0,0,0,5250512,0
Denmark,DNK,1900,0,0,0,5147920,0
Denmark,DNK,1901,0,0,0,5360432,0
Denmark,DNK,1902,0,0,0,5503328,0
Denmark,DNK,1903,0,0,0,5726832,0
Denmark,DNK,1904,0,0,0,6177504,0
Denmark,DNK,1905,0,0,0,6008960,0
Denmark,DNK,1906,0,0,0,6543904,0
Denmark,DNK,1907,0,0,0,5833088,0
Denmark,DNK,1908,0,0,0,7236400,0
Denmark,DNK,1909,0,0,0,8005840,0
Denmark,DNK,1910,0,0,0,7349984,0
Denmark,DNK,1911,0,0,0,7829968,0
Denmark,DNK,1912,0,0,0,9284576,0
Denmark,DNK,1913,0,0,0,9526400,0
Denmark,DNK,1914,0,0,0,9764560,0
Denmark,DNK,1915,0,0,0,10453392,0
Denmark,DNK,1916,0,0,0,10215232,0
Denmark,DNK,1917,0,0,0,7434256,0
Denmark,DNK,1918,0,0,0,8676352,0
Denmark,DNK,1919,0,0,0,8236672,0
Denmark,DNK,1920,0,0,0,7192432,0
Denmark,DNK,1921,0,0,0,6793056,0
Denmark,DNK,1922,0,0,0,9650976,0
Denmark,DNK,1923,0,0,0,10526672,0
Denmark,DNK,1924,0,0,0,12340352,0
Denmark,DNK,1925,0,0,0,10720864,0
Denmark,DNK,1926,0,0,0,10468048,0
Denmark,DNK,1927,0,0,0,13325968,0
Denmark,DNK,1928,388384,0,0,12171808,0
Denmark,DNK,1929,399376,0,0,14729280,0
Denmark,DNK,1930,388384,0,0,13421232,0
Denmark,DNK,1931,252816,0,0,14069760,0
Denmark,DNK,1932,205184,0,0,13219712,0
Denmark,DNK,1933,274800,0,0,13098800,0
Denmark,DNK,1934,384720,0,0,14260288,0
Denmark,DNK,1935,377392,0,0,14875840,0
Denmark,DNK,1936,395712,0,0,15388800,0
Denmark,DNK,1937,337088,0,0,15960384,0
Denmark,DNK,1938,318768,0,0,14315248,0
Denmark,DNK,1939,348080,0,0,15956720,0
Denmark,DNK,1940,219840,0,0,14604704,0
Denmark,DNK,1941,208848,0,0,17191488,0
Denmark,DNK,1942,216176,0,0,16257168,0
Denmark,DNK,1943,318768,0,0,20305888,0
Denmark,DNK,1944,322432,0,0,19961472,0
Denmark,DNK,1945,109920,0,0,13934192,0
Denmark,DNK,1946,249152,0,0,17396672,0
Denmark,DNK,1947,315104,0,0,21141280,0
Denmark,DNK,1948,384720,0,0,16693184,0
Denmark,DNK,1949,414032,0,0,16466016,0
Denmark,DNK,1950,436016,0,4961056,16594256,0
Denmark,DNK,1951,490976,0,5708512,15725888,0
Denmark,DNK,1952,604560,0,5928352,16367088,0
Denmark,DNK,1953,626544,0,6327728,16202208,0
Denmark,DNK,1954,608224,0,7001904,17971920,0
Denmark,DNK,1955,626544,0,8753296,17689792,0
Denmark,DNK,1956,589904,0,10424080,15363152,0
Denmark,DNK,1957,578912,0,10805136,13520160,0
Denmark,DNK,1958,531280,0,12043568,14216320,0
Denmark,DNK,1959,692496,0,12567520,12776368,0
Denmark,DNK,1960,718144,0,14165024,14875840,0
Denmark,DNK,1961,787760,0,16462352,14458144,0
Denmark,DNK,1962,813408,0,20195968,15890768,0
Denmark,DNK,1963,758448,0,23797680,16117936,0
Denmark,DNK,1964,945312,0,27304128,14908816,0
Denmark,DNK,1965,992944,0,29586800,13721680,0
Denmark,DNK,1966,1044240,0,34983872,14058768,0
Denmark,DNK,1967,1095536,0,35372256,12567520,0
Denmark,DNK,1968,1135840,0,39813024,12333024,0
Denmark,DNK,1969,1300720,0,46554784,11497632,0
Denmark,DNK,1970,1297056,0,51391264,9357856,0
Denmark,DNK,1971,1363008,0,49914672,5737824,0
Denmark,DNK,1972,1432624,43968,52790912,5327456,0
Denmark,DNK,1973,1439952,69616,48639600,9068400,0
Denmark,DNK,1974,1242096,54960,45554512,8181712,0
Denmark,DNK,1975,1113856,139232,43649232,10830784,0
Denmark,DNK,1976,1172480,157552,46518144,12237760,0
Denmark,DNK,1977,1150496,366400,46551120,13729008,0
Denmark,DNK,1978,1308048,333424,46551120,12871632,0
Denmark,DNK,1979,1201792,340752,45114832,16290144,0
Denmark,DNK,1980,956304,157552,37193264,22016976,0
Denmark,DNK,1981,798752,223504,32635248,18089168,0
Denmark,DNK,1982,883024,227168,30469824,22064608,0
Denmark,DNK,1983,824400,208848,29106816,19965136,29312
Denmark,DNK,1984,831728,263808,28139520,21364784,216176
Denmark,DNK,1985,868368,300448,29564816,28003952,1286064
Denmark,DNK,1986,1011264,355408,28348368,27011008,2128784
Denmark,DNK,1987,941648,260144,26926736,27469008,2704032
Denmark,DNK,1988,839056,271136,24816272,25966768,3169360
Denmark,DNK,1989,1000272,238160,23398304,20496416,3612704
Denmark,DNK,1990,828064,230832,21976672,22991600,4158640
Denmark,DNK,1991,1003936,476320,22485968,31547040,4708240
Denmark,DNK,1992,1033248,490976,22130560,25669984,4950064
Denmark,DNK,1993,1132176,428688,22211168,27641216,5605920
Denmark,DNK,1994,1209120,421360,23522880,29528176,6265440
Denmark,DNK,1995,1286064,326096,24482848,23775696,7254720
Denmark,DNK,1996,1311712,362736,27351760,34551520,8548112
Denmark,DNK,1997,1337360,527616,26186608,24457200,8998784
Denmark,DNK,1998,1260416,384720,26091344,21991328,9775552
Denmark,DNK,1999,959968,846384,25233968,17785056,10277520
Denmark,DNK,2000,1000272,549600,24361936,15194608,10182256
Denmark,DNK,2001,1018592,593568,24702688,15960384,10596288
Denmark,DNK,2002,1011264,487312,23812336,16106944,10588960
Denmark,DNK,2003,974624,512960,22313760,21485696,10665904
Denmark,DNK,2004,1069888,564256,21899728,16422048,10603616
Denmark,DNK,2005,1055232,399376,21346464,14187008,10068672
Denmark,DNK,2006,1461936,392048,21753168,20954416,10380112
Denmark,DNK,2007,1428960,333424,21621264,17535904,9295568
Denmark,DNK,2008,1242096,285792,21166928,14883168,9321216
Denmark,DNK,2009,784096,183200,19375232,15220256,8914512
Denmark,DNK,2010,773104,256480,20166656,15286208,10119968
Denmark,DNK,2011,901344,175872,18763344,12267072,8507808
Denmark,DNK,2012,897680,153888,18019552,9354192,7972864
Denmark,DNK,2013,912336,205184,17894976,11900672,7588144
Denmark,DNK,2014,934320,183200,16876384,9042752,6437648
Djibouti,DJI,1950,0,0,10992,0,0
Djibouti,DJI,1951,0,0,25648,0,0
Djibouti,DJI,1952,0,0,25648,0,0
Djibouti,DJI,1953,0,0,29312,0,0
Djibouti,DJI,1954,0,0,32976,0,0
Djibouti,DJI,1955,0,0,36640,0,0
Djibouti,DJI,1956,0,0,29312,0,0
Djibouti,DJI,1957,0,0,43968,0,0
Djibouti,DJI,1958,0,0,47632,0,0
Djibouti,DJI,1959,0,0,36640,0,0
Djibouti,DJI,1960,0,0,40304,0,0
Djibouti,DJI,1961,0,0,43968,0,0
Djibouti,DJI,1962,0,0,47632,0,0
Djibouti,DJI,1963,0,0,65952,0,0
Djibouti,DJI,1964,0,0,84272,0,0
Djibouti,DJI,1965,0,0,120912,0,0
Djibouti,DJI,1966,0,0,139232,0,0
Djibouti,DJI,1967,0,0,87936,0,0
Djibouti,DJI,1968,0,0,120912,0,0
Djibouti,DJI,1969,0,0,84272,0,0
Djibouti,DJI,1970,0,0,139232,0,0
Djibouti,DJI,1971,0,0,161216,0,0
Djibouti,DJI,1972,0,0,190528,0,0
Djibouti,DJI,1973,0,0,179536,0,0
Djibouti,DJI,1974,0,0,194192,0,0
Djibouti,DJI,1975,0,0,197856,0,0
Djibouti,DJI,1976,0,0,197856,0,0
Djibouti,DJI,1977,0,0,197856,0,0
Djibouti,DJI,1978,0,0,201520,0,0
Djibouti,DJI,1979,0,0,362736,0,0
Djibouti,DJI,1980,0,0,348080,0,0
Djibouti,DJI,1981,0,0,300448,0,0
Djibouti,DJI,1982,0,0,348080,0,0
Djibouti,DJI,1983,0,0,348080,0,0
Djibouti,DJI,1984,0,0,351744,0,0
Djibouti,DJI,1985,0,0,359072,0,0
Djibouti,DJI,1986,0,0,377392,0,0
Djibouti,DJI,1987,0,0,388384,0,0
Djibouti,DJI,1988,0,0,348080,0,0
Djibouti,DJI,1989,0,0,388384,0,0
Djibouti,DJI,1990,0,0,322432,0,0
Djibouti,DJI,1991,0,0,311440,0,0
Djibouti,DJI,1992,0,0,311440,0,0
Djibouti,DJI,1993,0,0,311440,0,0
Djibouti,DJI,1994,0,0,304112,0,0
Djibouti,DJI,1995,0,0,304112,0,0
Djibouti,DJI,1996,0,0,311440,0,0
Djibouti,DJI,1997,0,0,326096,0,0
Djibouti,DJI,1998,0,0,315104,0,0
Djibouti,DJI,1999,0,0,315104,0,0
Djibouti,DJI,2000,0,0,340752,0,0
Djibouti,DJI,2001,0,0,366400,0,0
Djibouti,DJI,2002,0,0,399376,0,0
Djibouti,DJI,2003,0,0,421360,0,0
Djibouti,DJI,2004,0,0,406704,0,0
Djibouti,DJI,2005,0,0,414032,0,0
Djibouti,DJI,2006,0,0,410368,0,0
Djibouti,DJI,2007,0,0,461664,0,0
Djibouti,DJI,2008,0,0,498304,0,0
Djibouti,DJI,2009,0,0,461664,0,0
Djibouti,DJI,2010,0,0,516624,0,0
Djibouti,DJI,2011,0,0,472656,0,0
Djibouti,DJI,2012,0,0,516624,0,0
Djibouti,DJI,2013,73280,0,534944,0,0
Djibouti,DJI,2014,175872,0,545936,0,0
Dominica,DMA,1951,0,0,3664,0,0
Dominica,DMA,1952,0,0,7328,0,0
Dominica,DMA,1953,0,0,3664,0,0
Dominica,DMA,1954,0,0,3664,0,0
Dominica,DMA,1955,0,0,3664,0,0
Dominica,DMA,1956,0,0,3664,0,0
Dominica,DMA,1957,0,0,3664,0,0
Dominica,DMA,1958,0,0,7328,0,0
Dominica,DMA,1959,0,0,10992,0,0
Dominica,DMA,1960,0,0,10992,0,0
Dominica,DMA,1961,0,0,10992,0,0
Dominica,DMA,1962,0,0,10992,0,0
Dominica,DMA,1963,0,0,14656,0,0
Dominica,DMA,1964,0,0,14656,0,0
Dominica,DMA,1965,0,0,14656,0,0
Dominica,DMA,1966,0,0,14656,0,0
Dominica,DMA,1967,0,0,21984,0,0
Dominica,DMA,1968,0,0,21984,0,0
Dominica,DMA,1969,0,0,18320,0,0
Dominica,DMA,1970,0,0,25648,0,0
Dominica,DMA,1971,0,0,25648,0,0
Dominica,DMA,1972,0,0,25648,0,0
Dominica,DMA,1973,0,0,25648,0,0
Dominica,DMA,1974,0,0,29312,0,0
Dominica,DMA,1975,0,0,29312,0,0
Dominica,DMA,1976,0,0,29312,0,0
Dominica,DMA,1977,0,0,25648,0,0
Dominica,DMA,1978,0,0,25648,0,0
Dominica,DMA,1979,0,0,32976,0,0
Dominica,DMA,1980,0,0,36640,0,0
Dominica,DMA,1981,0,0,36640,0,0
Dominica,DMA,1982,0,0,40304,0,0
Dominica,DMA,1983,0,0,40304,0,0
Dominica,DMA,1984,0,0,43968,0,0
Dominica,DMA,1985,0,0,47632,0,0
Dominica,DMA,1986,0,0,47632,0,0
Dominica,DMA,1987,0,0,47632,0,0
Dominica,DMA,1988,0,0,54960,0,0
Dominica,DMA,1989,0,0,58624,0,0
Dominica,DMA,1990,0,0,58624,0,0
Dominica,DMA,1991,0,0,58624,0,0
Dominica,DMA,1992,0,0,58624,0,0
Dominica,DMA,1993,0,0,62288,0,0
Dominica,DMA,1994,0,0,65952,0,0
Dominica,DMA,1995,0,0,80608,0,0
Dominica,DMA,1996,0,0,73280,0,0
Dominica,DMA,1997,0,0,80608,0,0
Dominica,DMA,1998,0,0,76944,0,0
Dominica,DMA,1999,0,0,80608,0,0
Dominica,DMA,2000,0,0,102592,0,0
Dominica,DMA,2001,0,0,109920,0,0
Dominica,DMA,2002,0,0,102592,0,0
Dominica,DMA,2003,0,0,117248,0,0
Dominica,DMA,2004,0,0,113584,0,0
Dominica,DMA,2005,0,0,117248,0,0
Dominica,DMA,2006,0,0,113584,0,0
Dominica,DMA,2007,0,0,153888,0,0
Dominica,DMA,2008,0,0,131904,0,0
Dominica,DMA,2009,0,0,131904,0,0
Dominica,DMA,2010,0,0,139232,0,0
Dominica,DMA,2011,0,0,128240,0,0
Dominica,DMA,2012,0,0,135568,0,0
Dominica,DMA,2013,0,0,131904,0,0
Dominica,DMA,2014,0,0,135568,0,0
Dominican Republic,DOM,1947,7328,0,0,0,
Dominican Republic,DOM,1948,21984,0,0,0,
Dominican Republic,DOM,1949,25648,0,0,0,
Dominican Republic,DOM,1950,36640,0,311440,0,0
Dominican Republic,DOM,1951,51296,0,307776,0,0
Dominican Republic,DOM,1952,69616,0,523952,0,0
Dominican Republic,DOM,1953,65952,0,553264,3664,0
Dominican Republic,DOM,1954,80608,0,542272,3664,0
Dominican Republic,DOM,1955,117248,0,795088,3664,0
Dominican Republic,DOM,1956,124576,0,857376,3664,0
Dominican Republic,DOM,1957,139232,0,894016,0,0
Dominican Republic,DOM,1958,135568,0,926992,3664,0
Dominican Republic,DOM,1959,95264,0,1014928,3664,0
Dominican Republic,DOM,1960,84272,0,952640,3664,0
Dominican Republic,DOM,1961,117248,0,912336,3664,0
Dominican Republic,DOM,1962,120912,0,1121184,0,0
Dominican Republic,DOM,1963,113584,0,1132176,3664,0
Dominican Republic,DOM,1964,150224,0,1593840,3664,0
Dominican Republic,DOM,1965,106256,0,1439952,3664,0
Dominican Republic,DOM,1966,139232,0,1527888,3664,0
Dominican Republic,DOM,1967,153888,0,1410640,3664,0
Dominican Republic,DOM,1968,161216,0,2183744,3664,0
Dominican Republic,DOM,1969,194192,0,2458544,3664,0
Dominican Republic,DOM,1970,245488,0,2857920,3664,0
Dominican Republic,DOM,1971,296784,0,3220656,3664,0
Dominican Republic,DOM,1972,337088,0,4330848,3664,0
Dominican Republic,DOM,1973,289456,0,5668208,3664,0
Dominican Republic,DOM,1974,300448,0,6107888,3664,0
Dominican Republic,DOM,1975,293120,0,6041936,3664,0
Dominican Republic,DOM,1976,326096,0,6001632,3664,0
Dominican Republic,DOM,1977,428688,0,5177232,3664,0
Dominican Republic,DOM,1978,432352,0,5012352,0,0
Dominican Republic,DOM,1979,443344,0,6360704,0,0
Dominican Republic,DOM,1980,505632,0,5946672,0,0
Dominican Republic,DOM,1981,472656,0,5690192,0,0
Dominican Republic,DOM,1982,472656,0,5862400,0,0
Dominican Republic,DOM,1983,549600,0,7357312,0,0
Dominican Republic,DOM,1984,567920,0,6870000,0,0
Dominican Republic,DOM,1985,501968,0,6785728,0,0
Dominican Republic,DOM,1986,531280,0,7566160,73280,0
Dominican Republic,DOM,1987,542272,0,8588416,615552,0
Dominican Republic,DOM,1988,743792,0,8826576,256480,0
Dominican Republic,DOM,1989,798752,0,8863216,696160,0
Dominican Republic,DOM,1990,527616,0,8672688,25648,0
Dominican Republic,DOM,1991,615552,0,9266256,150224,0
Dominican Republic,DOM,1992,681504,0,9867152,370064,0
Dominican Republic,DOM,1993,633872,0,10801472,318768,0
Dominican Republic,DOM,1994,637536,0,11552592,274800,0
Dominican Republic,DOM,1995,725472,0,14853856,293120,0
Dominican Republic,DOM,1996,817072,0,16154576,340752,0
Dominican Republic,DOM,1997,916000,0,16700512,370064,0
Dominican Republic,DOM,1998,937984,0,16729824,718144,0
Dominican Republic,DOM,1999,1135840,0,16788448,619216,0
Dominican Republic,DOM,2000,1249424,0,18276032,245488,0
Dominican Republic,DOM,2001,1366672,0,17894976,538608,0
Dominican Republic,DOM,2002,1520560,0,19177376,619216,0
Dominican Republic,DOM,2003,1447280,0,16674864,2802960,567920
Dominican Republic,DOM,2004,1322704,0,14674320,2062832,238160
Dominican Republic,DOM,2005,1384992,0,15502384,1264080,472656
Dominican Republic,DOM,2006,1883296,0,15429104,1868640,589904
Dominican Republic,DOM,2007,2044512,0,16176560,1930928,1003936
Dominican Republic,DOM,2008,2095808,0,15561008,2110464,926992
Dominican Republic,DOM,2009,1919936,0,15234912,2062832,992944
Dominican Republic,DOM,2010,2044512,0,15615968,1850320,1494912
Dominican Republic,DOM,2011,1993216,0,15506048,2099472,1612160
Dominican Republic,DOM,2012,2059168,0,15568336,2333968,2143440
Dominican Republic,DOM,2013,2114128,0,15154304,2213056,1941920
Dominican Republic,DOM,2014,2392592,0,14428832,2802960,1897952
Ecuador,ECU,1917,0,0,25648,0,0
Ecuador,ECU,1918,0,0,25648,0,0
Ecuador,ECU,1919,0,0,25648,0,0
Ecuador,ECU,1920,0,0,25648,0,0
Ecuador,ECU,1921,0,0,25648,0,0
Ecuador,ECU,1922,0,0,25648,0,0
Ecuador,ECU,1923,0,0,36640,0,0
Ecuador,ECU,1924,0,0,43968,0,0
Ecuador,ECU,1925,0,0,69616,0,0
Ecuador,ECU,1926,0,0,91600,0,0
Ecuador,ECU,1927,0,0,234496,0,0
Ecuador,ECU,1928,0,0,472656,0,0
Ecuador,ECU,1929,0,0,600896,0,0
Ecuador,ECU,1930,0,0,677840,0,0
Ecuador,ECU,1931,0,0,765776,0,0
Ecuador,ECU,1932,0,0,696160,0,14656
Ecuador,ECU,1933,0,0,707152,0,18320
Ecuador,ECU,1934,0,0,710816,0,21984
Ecuador,ECU,1935,7328,0,751120,0,25648
Ecuador,ECU,1936,0,0,835392,0,40304
Ecuador,ECU,1937,0,0,875696,0,98928
Ecuador,ECU,1938,0,0,912336,0,120912
Ecuador,ECU,1939,7328,0,934320,0,124576
Ecuador,ECU,1940,7328,0,952640,0,128240
Ecuador,ECU,1941,7328,0,630208,0,91600
Ecuador,ECU,1942,10992,0,923328,0,117248
Ecuador,ECU,1943,14656,0,934320,0,106256
Ecuador,ECU,1944,18320,0,1172480,0,139232
Ecuador,ECU,1945,18320,0,1058896,0,150224
Ecuador,ECU,1946,18320,0,941648,0,142896
Ecuador,ECU,1947,14656,0,952640,0,186864
Ecuador,ECU,1948,18320,0,1036912,0,230832
Ecuador,ECU,1949,25648,0,1036912,0,238160
Ecuador,ECU,1950,29312,0,710816,0,0
Ecuador,ECU,1951,40304,0,663184,0,0
Ecuador,ECU,1952,43968,0,850048,0,0
Ecuador,ECU,1953,43968,0,776768,0,0
Ecuador,ECU,1954,47632,0,916000,0,0
Ecuador,ECU,1955,73280,0,1124848,0,0
Ecuador,ECU,1956,76944,0,1220112,0,0
Ecuador,ECU,1957,76944,0,1055232,0,0
Ecuador,ECU,1958,80608,0,1242096,0,0
Ecuador,ECU,1959,76944,0,1216448,0,0
Ecuador,ECU,1960,98928,0,1663456,0,0
Ecuador,ECU,1961,109920,0,1535216,0,0
Ecuador,ECU,1962,106256,0,1458272,0,0
Ecuador,ECU,1963,128240,0,1667120,0,0
Ecuador,ECU,1964,142896,0,2000544,0,0
Ecuador,ECU,1965,161216,0,2114128,0,0
Ecuador,ECU,1966,186864,0,2231376,0,0
Ecuador,ECU,1967,194192,0,2396256,0,0
Ecuador,ECU,1968,216176,0,2865248,0,32976
Ecuador,ECU,1969,227168,359072,2967840,0,32976
Ecuador,ECU,1970,164880,611888,3469808,0,32976
Ecuador,ECU,1971,183200,340752,3667664,0,32976
Ecuador,ECU,1972,241824,315104,3993760,0,40304
Ecuador,ECU,1973,241824,670512,4279552,0,65952
Ecuador,ECU,1974,289456,648528,5078304,0,65952
Ecuador,ECU,1975,296784,593568,6393680,0,73280
Ecuador,ECU,1976,304112,633872,7097168,0,73280
Ecuador,ECU,1977,311440,703488,6368032,0,95264
Ecuador,ECU,1978,414032,721808,9189312,0,95264
Ecuador,ECU,1979,545936,897680,10629264,0,84272
Ecuador,ECU,1980,692496,806080,11860368,0,73280
Ecuador,ECU,1981,615552,765776,15165296,0,131904
Ecuador,ECU,1982,791424,718144,17590864,0,172208
Ecuador,ECU,1983,707152,710816,17916960,0,201520
Ecuador,ECU,1984,864704,813408,19367904,0,194192
Ecuador,ECU,1985,978288,1047904,17202480,0,186864
Ecuador,ECU,1986,1003936,1278736,12787360,0,190528
Ecuador,ECU,1987,1069888,644864,13292992,0,95264
Ecuador,ECU,1988,1095536,1359344,14612032,0,190528
Ecuador,ECU,1989,1121184,1674448,17092560,0,362736
Ecuador,ECU,1990,1121184,1670784,13512832,0,509296
Ecuador,ECU,1991,1146832,1392320,13344288,0,600896
Ecuador,ECU,1992,1121184,1341024,19334928,0,465328
Ecuador,ECU,1993,1044240,1487584,21119296,0,534944
Ecuador,ECU,1994,1077216,1432624,10647584,0,483648
Ecuador,ECU,1995,1304384,1483920,19569424,0,465328
Ecuador,ECU,1996,1509568,1304384,20862816,0,494640
Ecuador,ECU,1997,1443616,1198128,15253232,0,450672
Ecuador,ECU,1998,1297056,1403312,19279968,0,461664
Ecuador,ECU,1999,1146832,1421632,18477552,0,432352
Ecuador,ECU,2000,1395984,1509568,17327056,0,472656
Ecuador,ECU,2001,1454608,1516896,19650032,0,479984
Ecuador,ECU,2002,1494912,1725744,21232880,0,476320
Ecuador,ECU,2003,1546208,1597504,22874352,0,930656
Ecuador,ECU,2004,1729408,1498576,24658720,0,1135840
Ecuador,ECU,2005,1839328,1498576,26003408,0,894016
Ecuador,ECU,2006,2048176,1480256,24545136,0,762112
Ecuador,ECU,2007,2202064,1480256,27289472,0,890352
Ecuador,ECU,2008,2737008,1480256,28843008,0,776768
Ecuador,ECU,2009,2645408,1256752,30792256,0,1344688
Ecuador,ECU,2010,2634416,1135840,31206288,0,1454608
Ecuador,ECU,2011,2843264,1256752,33144544,0,1337360
Ecuador,ECU,2012,3000816,1143168,32265184,0,1700096
Ecuador,ECU,2013,3323248,1025920,34639456,0,1974896
Ecuador,ECU,2014,3290272,1527888,37057696,0,2007872
Egypt,EGY,1911,0,0,10992,0,0
Egypt,EGY,1912,0,0,84272,0,0
Egypt,EGY,1913,0,0,40304,0,0
Egypt,EGY,1914,0,0,307776,0,0
Egypt,EGY,1915,0,0,91600,0,0
Egypt,EGY,1916,0,0,179536,0,0
Egypt,EGY,1917,0,0,421360,0,0
Egypt,EGY,1918,0,0,864704,0,0
Egypt,EGY,1919,0,0,688832,0,0
Egypt,EGY,1920,0,0,454336,0,0
Egypt,EGY,1921,0,0,560592,0,0
Egypt,EGY,1922,0,0,531280,0,0
Egypt,EGY,1923,0,0,468992,0,0
Egypt,EGY,1924,0,0,498304,0,0
Egypt,EGY,1925,0,0,553264,0,0
Egypt,EGY,1926,0,0,531280,0,0
Egypt,EGY,1927,0,0,567920,0,0
Egypt,EGY,1928,43968,0,820736,0,0
Egypt,EGY,1929,87936,0,835392,0,0
Egypt,EGY,1930,150224,0,875696,0,0
Egypt,EGY,1931,120912,0,886688,0,0
Egypt,EGY,1932,120912,0,831728,0,0
Egypt,EGY,1933,142896,0,729136,0,0
Egypt,EGY,1934,146560,0,677840,0,0
Egypt,EGY,1935,190528,0,556928,0,0
Egypt,EGY,1936,168544,0,560592,0,0
Egypt,EGY,1937,164880,0,523952,0,0
Egypt,EGY,1938,186864,0,692496,0,0
Egypt,EGY,1939,186864,0,2044512,0,0
Egypt,EGY,1940,179536,0,2850592,0,0
Egypt,EGY,1941,208848,0,3744608,0,0
Egypt,EGY,1942,208848,0,3627360,0,0
Egypt,EGY,1943,161216,0,3942464,0,0
Egypt,EGY,1944,212512,0,4151312,0,0
Egypt,EGY,1945,216176,0,4140320,0,0
Egypt,EGY,1946,293120,0,3931472,0,0
Egypt,EGY,1947,322432,0,4092688,0,0
Egypt,EGY,1948,381056,0,5770800,0,0
Egypt,EGY,1949,443344,0,7020224,0,0
Egypt,EGY,1950,509296,0,9218624,509296,0
Egypt,EGY,1951,564256,0,9324880,674176,0
Egypt,EGY,1952,472656,0,9951424,472656,0
Egypt,EGY,1953,545936,0,10054016,183200,0
Egypt,EGY,1954,666848,0,10676896,322432,0
Egypt,EGY,1955,681504,0,9705936,260144,0
Egypt,EGY,1956,674176,0,9039088,234496,0
Egypt,EGY,1957,729136,0,10753840,439680,0
Egypt,EGY,1958,754784,0,12267072,666848,0
Egypt,EGY,1959,890352,0,11614880,208848,0
Egypt,EGY,1960,1018592,0,14608368,414032,0
Egypt,EGY,1961,1025920,0,15264224,780432,0
Egypt,EGY,1962,1113856,0,16759136,707152,0
Egypt,EGY,1963,1249424,0,19580416,707152,0
Egypt,EGY,1964,1256752,0,22932976,1212784,98928
Egypt,EGY,1965,1205456,0,25296256,1025920,95264
Egypt,EGY,1966,1216448,0,24545136,674176,106256
Egypt,EGY,1967,1370336,0,17074240,1110192,106256
Egypt,EGY,1968,1568192,0,20056736,1154160,106256
Egypt,EGY,1969,1799024,1388656,15092016,1260416,135568
Egypt,EGY,1970,1835664,1853984,16590592,1227440,164880
Egypt,EGY,1971,1952912,1502240,18499536,916000,161216
Egypt,EGY,1972,1905280,1209120,21306160,937984,135568
Egypt,EGY,1973,1802688,1480256,19426528,897680,168544
Egypt,EGY,1974,1626816,2583120,20265584,1542544,80608
Egypt,EGY,1975,1784368,2520832,23119840,3561408,87936
Egypt,EGY,1976,1674448,2905552,26871776,2282672,729136
Egypt,EGY,1977,1623152,2004208,29572144,2539152,2095808
Egypt,EGY,1978,1494912,1590176,31129344,1989552,3077760
Egypt,EGY,1979,1472928,985616,33107904,1817344,5528976
Egypt,EGY,1980,1509568,95264,38702832,1817344,3077760
Egypt,EGY,1981,1744064,40304,42597664,2894560,3660336
Egypt,EGY,1982,2121456,47632,47005456,3220656,4081696
Egypt,EGY,1983,2740672,0,47848176,2257024,4198944
Egypt,EGY,1984,3238976,0,52937472,2257024,5349440
Egypt,EGY,1985,2865248,0,51863920,2275344,6880992
Egypt,EGY,1986,3792240,0,59906400,2762656,8042480
Egypt,EGY,1987,4356496,0,57484496,2923872,9984400
Egypt,EGY,1988,4876784,0,55487616,2583120,11523280
Egypt,EGY,1989,6217808,0,50764720,2832272,12311040
Egypt,EGY,1990,7027552,0,52479472,3359888,13014528
Egypt,EGY,1991,8185376,0,52864192,2696704,14905152
Egypt,EGY,1992,8471168,0,54018352,2590448,16117936
Egypt,EGY,1993,7972864,0,63182016,3414848,18510528
Egypt,EGY,1994,8024160,0,53369824,3693312,20159328
Egypt,EGY,1995,8800928,0,58378512,2451216,26010736
Egypt,EGY,1996,9317552,0,61492912,3429504,27707168
Egypt,EGY,1997,9815856,0,70381776,2850592,25061760
Egypt,EGY,1998,10464384,0,82593888,2791968,26292864
Egypt,EGY,1999,11618544,0,79538112,2506176,31623984
Egypt,EGY,2000,12028912,0,85319904,3143712,40718032
Egypt,EGY,2001,12805680,0,66431984,2748000,43359776
Egypt,EGY,2002,14029456,0,57132752,2956848,52970448
Egypt,EGY,2003,13274672,0,73294656,3063104,58213632
Egypt,EGY,2004,14333568,0,75635952,3191344,57623728
Egypt,EGY,2005,16172896,0,79212016,3066768,68623056
Egypt,EGY,2006,17990240,0,83689424,2927536,73833264
Egypt,EGY,2007,20130016,0,84762976,2916544,81128288
Egypt,EGY,2008,19855216,0,92406080,2854256,83312032
Egypt,EGY,2009,23368992,0,98719152,2689376,81787808
Egypt,EGY,2010,22222160,0,94256400,4125664,81949024
Egypt,EGY,2011,21617600,0,100987168,1700096,92680880
Egypt,EGY,2012,27505648,0,94663104,1802688,92919040
